candidate_id,family,source_file,phase_deg,nearest_target_bin_deg,phase_error_to_bin_deg,best_missing_target_deg,phase_error_to_best_missing_deg,target_conversion,opposite_spin_leakage,conversion_to_leakage_ratio,PD,early_pass,near_pass,status_class,role
cpk_branch_internal_release_01,apcd_core_internal_rotation_release,combined_phase_knob_p83_new_phase_branch_top4_results.csv,134.17436327169764,120,14.174363271697644,60,74.17436327169764,0.9200564399178321,0.07864437704249728,11.698947521829306,0.8425066332031599,True,False,early_pass,P83 internal core release; early-pass duplicate around covered 120
cpk_branch_helper_swap_br_01,helper_quadrant_swap,combined_phase_knob_p83_new_phase_branch_top4_results.csv,134.12884902722237,120,14.128849027222373,60,74.12884902722237,0.9525026577959086,0.040695951285364435,23.40534199813763,0.918050728396674,True,False,early_pass,P83 helper quadrant swap; early-pass duplicate around covered 120
cpk_branch_core_offset_m45_01,apcd_core_common_rotation_offset,combined_phase_knob_p85_core_offset_continuation_results.csv,81.95631354619724,60,21.956313546197237,60,21.956313546197237,0.6420595961718223,0.3829537353537556,1.6765983378593752,0.25278291788866186,False,False,fail,P85 -45 core offset; phase in missing 60 bin but failed leakage/ratio
cpk_branch_core_offset_m60_01,apcd_core_common_rotation_offset,combined_phase_knob_p85_core_offset_continuation_results.csv,33.607340186280425,60,26.392659813719575,60,26.392659813719575,0.48345956612499263,0.6270617955126208,0.7709919015716707,-0.1293106412430806,False,False,fail,P85 -60 core offset; phase in missing 60 bin but poor conversion/leakage
cpk_branch_core_offset_m75_01,apcd_core_common_rotation_offset,combined_phase_knob_p85_core_offset_continuation_results.csv,-28.27242002005036,0,28.27242002005036,0,28.27242002005036,0.4441776786864729,0.7660653546367946,0.5798169516457061,-0.26596945166143043,False,False,fail,P85 -75 core offset; phase moved toward missing 0 bin but optical quality failed
cpk_branch_core_offset_m45_weak_01,apcd_core_common_rotation_offset_weak_helper,combined_phase_knob_p85_core_offset_continuation_results.csv,59.53824659138192,60,0.4617534086180797,60,0.4617534086180797,0.6479998963734737,0.3570751587304602,1.8147437045930284,0.2894557338433195,False,False,fail,P85 -45 weak-helper offset; phase nearly exact 60 but failed leakage/ratio
cpk_60rec_offset_m40_01,core_offset_interpolation,combined_phase_knob_p88_60deg_leakage_recovery_results.csv,69.20096796626916,60,9.200967966269161,60,9.200967966269161,0.6631161664681112,0.33870929138709793,1.9577737703962284,0.32381576305238496,False,False,fail,P88 m40 interpolation; nearest missing 60 but leakage/ratio failed
cpk_60rec_counter_m40_relax_01,core_offset_with_internal_counter_release,combined_phase_knob_p88_60deg_leakage_recovery_results.csv,65.46284604437005,60,5.462846044370053,60,5.462846044370053,0.6590159828254635,0.3364428543033098,1.9587753890305217,0.3240446681373942,False,False,fail,P88 best tradeoff; nearest missing 60 but leakage/ratio failed
cpk_60rec_helper_pos_m45_far_01,helper_position_leakage_recovery,combined_phase_knob_p88_60deg_leakage_recovery_results.csv,60.712757284514964,60,0.7127572845149643,60,0.7127572845149643,0.6332027629714944,0.4586060994189824,1.3807116036470761,0.15991504517565358,False,False,fail,P88 best phase match but leakage worsened
cpk_60rec_helper_strength_m42p5_50x100_01,helper_strength_leakage_recovery,combined_phase_knob_p88_60deg_leakage_recovery_results.csv,57.965867663939264,60,2.034132336060736,60,2.034132336060736,0.6583011522494953,0.3391108529647767,1.9412565138896674,0.32001850550798966,False,False,fail,P88 helper-strength recovery; phase close to 60 but leakage/ratio failed
cpk_60sel_relangle_m40_diff35_01,core_relative_angle_restoration,combined_phase_knob_p91_60deg_selectivity_recovery_results.csv,64.97188647904574,60,4.971886479045736,60,4.971886479045736,0.6319603455230327,0.3609651208445126,1.7507518289959705,0.272926049192432,False,False,fail,P91 relative angle restoration; no 60 opening
cpk_60sel_p2geom_m40_90x145_01,pillar2_mild_geometry_compensation,combined_phase_knob_p91_60deg_selectivity_recovery_results.csv,75.95345859559603,60,15.953458595596032,60,15.953458595596032,0.6602656651278387,0.33787010215019386,1.954199738079742,0.3229977058697246,False,False,fail,P91 pillar2 mild compensation; no 60 opening
cpk_60sel_helper_suppress_m40_40x90_01,leakage_channel_suppression_helper,combined_phase_knob_p91_60deg_selectivity_recovery_results.csv,58.7671733210957,60,1.2328266789043028,60,1.2328266789043028,0.671383382303259,0.33091892059330485,2.028845558599388,0.33968240991335913,False,False,fail,P91 best phase/selectivity balance but no opening
cpk_60sel_corecomp_m35_p2_90x145_01,m35_m40_phase_preserving_core_compensation,combined_phase_knob_p91_60deg_selectivity_recovery_results.csv,81.79618278703117,60,21.79618278703117,60,21.79618278703117,0.7146487177982361,0.30027540443910505,2.3799775380596806,0.40828009136807275,False,False,fail,P91 best leakage/ratio but phase farther from 60
cpk_m60scan_common_m80_01,core_common_rotation_scan,combined_phase_knob_p94_minus60_phase_scan_results.csv,-64.3614843081892,-60,4.361484308189205,-60,4.361484308189205,0.47402791941308237,0.673805662484308,0.7035083642153547,-0.1740476548358301,False,False,phase_hit_fail,P94 -60 phase scan; phase hit
cpk_m60scan_common_m90_01,core_common_rotation_scan,combined_phase_knob_p94_minus60_phase_scan_results.csv,-74.121352693946,-60,14.121352693945994,-60,14.121352693945994,0.4400768731312959,0.6335431095710219,0.6946281420842562,-0.18019992134701918,False,False,phase_hit_fail,P94 -60 phase scan; phase hit
cpk_m60scan_common_m100_01,core_common_rotation_scan,combined_phase_knob_p94_minus60_phase_scan_results.csv,-100.66080513460105,-120,19.33919486539895,-60,40.66080513460105,0.5007075053877877,0.6349889059778165,0.7885295328379982,-0.11823705635245031,False,False,fail,P94 -60 phase scan; no phase hit
cpk_m60scan_relcomp_m80_diff35_01,core_relative_angle_compensation,combined_phase_knob_p94_minus60_phase_scan_results.csv,-62.940823948928625,-60,2.9408239489286245,-60,2.9408239489286245,0.5523964450637783,0.5975645405712695,0.9244130258059906,-0.03927793731411556,False,False,phase_hit_fail,P94 -60 phase scan; phase hit
cpk_m60scan_p2geom_m85_90x145_01,pillar2_mild_geometry_compensation,combined_phase_knob_p94_minus60_phase_scan_results.csv,-67.20114646927644,-60,7.201146469276438,-60,7.201146469276438,0.3883462553363796,0.7090555066616695,0.5476951404907908,-0.2922441556327369,False,False,phase_hit_fail,P94 -60 phase scan; phase hit
cpk_m60scan_helper_suppress_m85_40x90_01,weak_leakage_suppression_helper,combined_phase_knob_p94_minus60_phase_scan_results.csv,-73.47980548025386,-60,13.479805480253845,-60,13.479805480253845,0.46321521296822277,0.574762033424897,0.8059252108358759,-0.10746557387860106,False,False,phase_hit_fail,P94 -60 phase scan; phase hit
cpk_resphase_h380_nohelper_01,resphase_fixed_core_height,combined_phase_knob_p97_resphase_core_preserve_results.csv,-162.70792389960653,-180,17.292076100393473,-60,102.70792389960653,0.9053781368442377,0.04688624853569501,19.310099764894893,0.9015268254153196,True,False,early_pass_existing_bin,P97 resphase_core_preserve; no-helper h380 preserved selectivity but landed in already-covered -180 bin
cpk_resphase_scale104_nohelper_01,resphase_fixed_core_size,combined_phase_knob_p97_resphase_core_preserve_results.csv,-179.81204497638768,-180,0.18795502361231797,-60,119.81204497638768,0.9173492195087667,0.09002136925293662,10.190349548250746,0.8212745731161264,True,False,early_pass_existing_bin,P97 resphase_core_preserve; no-helper scale 1.04 preserved selectivity but reinforced -180
cpk_resphase_anchor_wh03_h410_trim_m5_01,resphase_anchor_trim,combined_phase_knob_p97_resphase_core_preserve_results.csv,-159.00756532444578,-180,20.99243467555422,-60,99.00756532444578,0.919065633934978,0.008761653072610199,104.8963735740887,0.981113611992683,True,False,early_pass_existing_bin,P97 resphase_core_preserve; best selectivity in P97 but still nearest -180
cpk_resphase_60lock_counter_m40_h320_helper35x85_01,resphase_60_phase_lock_recovery,combined_phase_knob_p97_resphase_core_preserve_results.csv,82.83488181085778,60,22.83488181085778,60,22.83488181085778,0.7247084933146876,0.29526024944519963,2.454473620052059,0.4210405925842809,False,False,fail,P97 resphase_core_preserve; 60deg comparison recovered conversion but phase error and leakage remain too high
cpk_rescont_h420_anchor_wh03_01,anchor_height_continuation,combined_phase_knob_p100_resonance_continuation_results.csv,-137.50225379501597,-120,17.502253795015974,-60,77.50225379501597,0.9063220920780748,0.059111797834063645,15.33233847171989,0.8775435616003039,True,False,useful_trend_existing_bin,P100 resonance continuation; useful trend from anchor with >20 deg phase motion while preserving selectivity
cpk_rescont_scale102_anchor_wh03_01,anchor_common_size_trim,combined_phase_knob_p100_resonance_continuation_results.csv,-151.21159527552143,-180,28.788404724478568,-60,91.21159527552143,0.9220074870598115,0.019593064522018658,47.05784978034462,0.9583834897089158,True,False,early_pass_existing_bin,P100 resonance continuation; excellent selectivity but only modest phase motion from anchor
cpk_rescont_aniso_reduce5_anchor_wh03_01,anchor_anisotropy_trim,combined_phase_knob_p100_resonance_continuation_results.csv,-148.35671714903748,-120,28.35671714903748,-60,88.35671714903748,0.9159580122905062,0.011372311405933432,80.54281838721616,0.9754730086662325,True,False,early_pass_existing_bin,P100 resonance continuation; strongest PD and very low leakage but phase shift remains below useful-trend threshold
cpk_rescont_ultraweak_helper35x85_anchor_wh03_01,ultraweak_helper_phase_bias,combined_phase_knob_p100_resonance_continuation_results.csv,-171.24732539961067,-180,8.752674600389327,-60,111.24732539961067,0.9184566803084746,0.013774102492515535,66.67996559063347,0.9704491575538517,True,False,early_pass_existing_bin,P100 resonance continuation; ultraweak helper preserves selectivity but pulls phase deeper toward -180
cpk_rescont_h425_h420anchor_01,h425_continuation,combined_phase_knob_p103_resonance_h420_continuation_results.csv,-132.88355963644355,-120,12.88355963644355,-60,72.88355963644355,0.9069224385734611,0.09827186226173097,9.228709191953575,0.8044719072114088,True,False,early_pass_existing_bin,P103 h420 resonance continuation; h425 remains early-pass but stays in the -120 basin
cpk_rescont_h430_h420anchor_01,h430_continuation,combined_phase_knob_p103_resonance_h420_continuation_results.csv,-128.1466866060718,-120,8.146686606071796,-60,68.1466866060718,0.9076702602957216,0.14744273469787236,6.156086714957434,0.7205176404843201,True,False,early_pass_existing_bin,P103 h420 resonance continuation; h430 is the farthest height push but leakage rises and phase remains nearest -120
cpk_rescont_h420_scale102_01,h420_common_size_trim,combined_phase_knob_p103_resonance_h420_continuation_results.csv,-129.75859411097613,-120,9.758594110976134,-60,69.75859411097613,0.9072924083260208,0.11033194764346047,8.223297310500925,0.7831578086812989,True,False,early_pass_existing_bin,P103 h420 resonance continuation; h420 size trim stays early-pass and nearest -120
cpk_rescont_h420_aniso_reduce5_01,h420_anisotropy_trim,combined_phase_knob_p103_resonance_h420_continuation_results.csv,-126.6808699065298,-120,6.680869906529779,-60,66.6808699065298,0.9133117513868199,0.1146767656548175,7.964226634442824,0.7768909598616437,True,False,early_pass_existing_bin,P103 h420 resonance continuation; best phase movement in P103 but still below useful-trend threshold and nearest -120
cpk_resplateau_h434_boundary_01,height_boundary_below_h435,combined_phase_knob_p106_resonance_plateau_diagnosis_results.csv,-124.45710530651084,-120,4.45710530651084,-60,64.45710530651084,0.9065867828559977,0.18969414152333047,4.779202855564822,0.6539315109746073,False,True,near_pass_existing_bin,P106 resonance plateau diagnosis; h434 boundary remains nearest -120 and ratio falls below early-pass
cpk_resplateau_h420_aniso_reduce10_01,h420_stronger_anisotropy_trim,combined_phase_knob_p106_resonance_plateau_diagnosis_results.csv,-114.01189000331026,-120,5.9881099966897295,-60,54.011890003310256,0.9069174225975468,0.14024198436310062,6.466803979641214,0.7321477829807873,True,False,early_pass_existing_bin,P106 resonance plateau diagnosis; stronger anisotropy trim remains early-pass but still in -120 plateau
cpk_resplateau_h425_scale102_aniso_reduce5_01,h425_combined_size_anisotropy_trim,combined_phase_knob_p106_resonance_plateau_diagnosis_results.csv,-112.84433549562819,-120,7.155664504371828,-60,52.84433549562819,0.9128211251028391,0.19371797540202812,4.712113696236628,0.6498669133084086,False,True,near_pass_existing_bin,P106 resonance plateau diagnosis; combined trim phase moves toward -60 side but ratio fails
cpk_resplateau_alt_htrans04_h420_aniso_reduce5_01,alternative_high_selectivity_anchor_trim,combined_phase_knob_p106_resonance_plateau_diagnosis_results.csv,-99.51146555024349,-120,20.488534449756514,-60,39.511465550243486,0.9078634595097416,0.03799511203146768,23.894217201806164,0.9196600566403555,True,False,useful_trend_existing_bin,P106 resonance plateau diagnosis; alternative high-selectivity anchor moves strongly toward -60 side while staying early-pass
cpk_alt_htrans04_h425_01,alt_htrans04_height_continuation,combined_phase_knob_p109_alt_htrans04_continuation_results.csv,-93.72557353490215,-120,26.27442646509786,-60,33.72557353490214,0.9029789105487298,0.04210069424143991,21.448076493700082,0.9109055067350803,True,False,early_pass_existing_bin,P109 alt_htrans04 continuation; h425 preserves selectivity but does not move enough toward -60
cpk_alt_htrans04_h430_01,alt_htrans04_height_continuation,combined_phase_knob_p109_alt_htrans04_continuation_results.csv,-88.25068234739278,-60,28.250682347392797,-60,28.250682347392797,0.8841173022261757,0.05057905294800076,17.479910173854734,0.8917743657211085,True,False,opens_missing_bin,P109 alt_htrans04 continuation; h430 opens the -60 missing bin with early-pass selectivity
cpk_alt_htrans04_h420_aniso_reduce10_01,alt_htrans04_stronger_anisotropy_trim,combined_phase_knob_p109_alt_htrans04_continuation_results.csv,-84.865029469147,-60,24.865029469147004,-60,24.865029469147004,0.8269876731050808,0.0844056646760899,9.797774548306457,0.8147766476283735,True,False,opens_missing_bin,P109 alt_htrans04 continuation; stronger anisotropy trim also opens -60 with early-pass selectivity
cpk_alt_htrans04_h420_square_helper50_01,alt_htrans04_isotropic_helper_phase_bias,combined_phase_knob_p109_alt_htrans04_continuation_results.csv,-115.05182830008543,-120,4.948171699914553,-60,55.05182830008543,0.9085622101514785,0.25225054023825266,3.6018246355021972,0.5653897837461817,False,False,fail,P109 alt_htrans04 continuation; square helper check fails leakage and ratio and returns toward -120
cpk_060_alt_htrans04_h440_01,alt_htrans04_continuation_from_h430,combined_phase_knob_p112_0_60_resonance_search_results.csv,-79.68802558535862,-60,19.688025585358616,0,79.68802558535862,0.8955514309867707,0.08374086258972935,10.694318201194573,0.8289767761077511,True,False,early_pass_existing_bin,P112 h440 boundary continuation; early-pass but still nearest already-covered -60
cpk_060_alt_htrans04_h430_aniso_reduce10_01,h430_geometry_aniso_trim,combined_phase_knob_p112_0_60_resonance_search_results.csv,-72.55221647378325,-60,12.552216473783233,0,72.55221647378325,0.8648620393551512,0.11818885837584708,7.317627492420009,0.7595468176693168,True,False,useful_trend_existing_bin,P112 strongest early-pass useful trend toward 0/60; still nearest already-covered -60
cpk_060_alt_htrans04_h430_scale104_01,h430_common_size_scale_trim,combined_phase_knob_p112_0_60_resonance_search_results.csv,-62.804338308964304,-60,2.8043383089643044,0,62.804338308964304,0.948947122132098,0.20865822495690284,4.547853899957932,0.6395002399013966,False,True,near_pass_existing_bin,P112 closest phase toward -60/0 side but leakage and ratio make it near-pass only
cpk_060_wh03_h430_aniso_reduce10_01,alternative_core_preserving_resonance_anchor,combined_phase_knob_p112_0_60_resonance_search_results.csv,-89.42015463615735,-60,29.42015463615735,0,89.42015463615735,0.6723651174426192,0.07924057020371426,8.485112054426105,0.7891432395828402,True,False,early_pass_existing_bin,P112 alternative weak-helper anchor; early-pass but remains near the prior -60 boundary
cpk_060_boundary_h435_aniso_reduce10_01,h430_aniso_reduce10_height_continuation,combined_phase_knob_p115_0_60_boundary_validation_results.csv,-66.33411515401983,-60,6.334115154019827,0,66.33411515401983,0.8588550425801951,0.13843098639575319,6.20421095692878,0.7223845870211165,True,False,early_pass_existing_bin,h435 aniso-reduce10; best selectivity-preserving boundary but still nearest -60
cpk_060_boundary_h440_aniso_reduce10_01,h430_aniso_reduce10_height_continuation,combined_phase_knob_p115_0_60_boundary_validation_results.csv,-63.01276715550307,-60,3.01276715550307,0,63.01276715550307,0.8608041791132851,0.15523177864847243,5.545283231328939,0.6944364469328776,False,True,near_pass_failure_boundary,h440 aniso-reduce10; near-pass ratio boundary below early-pass limit
cpk_060_boundary_h430_aniso_reduce15_01,h430_stronger_geometry_trim,combined_phase_knob_p115_0_60_boundary_validation_results.csv,-64.17551117535324,-60,4.175511175353222,0,64.17551117535324,0.7736270818931563,0.42941019525146606,1.801603898666897,0.2861232092977151,False,False,failure_boundary,h430 aniso-reduce15; stronger geometry trim creates leakage failure boundary
cpk_060_boundary_h435_aniso_reduce15_01,h435_stronger_geometry_trim,combined_phase_knob_p115_0_60_boundary_validation_results.csv,-58.46346534496679,-60,1.536534655033222,0,58.46346534496679,0.7913882519923341,0.46920241307359,1.686667054432914,0.2555832339926453,False,False,failure_boundary,h435 aniso-reduce15; phase crosses toward -60 side but selectivity collapses
cpk_060_boundary_h430_scale102_aniso_reduce10_01,scale_boundary_leakage_recovery,combined_phase_knob_p115_0_60_boundary_validation_results.csv,-61.485017978528674,-60,1.4850179785286741,0,61.485017978528674,0.84934527838188,0.3008204774856005,2.8234290613434476,0.47690934815051333,False,False,failure_boundary,h430 scale102 aniso-reduce10; small scale already causes leakage failure
cpk_060_boundary_h430_scale103_aniso_reduce10_01,scale_boundary_leakage_recovery,combined_phase_knob_p115_0_60_boundary_validation_results.csv,-56.6556656515899,-60,3.3443343484100865,0,56.6556656515899,0.8700445511730351,0.419234666283389,2.0753163350853194,0.34966039845013885,False,False,failure_boundary,h430 scale103 aniso-reduce10; stronger scale pushes phase but worsens leakage
cpk_060_boundary_h435_scale102_aniso_reduce10_01,scale_height_boundary_leakage_recovery,combined_phase_knob_p115_0_60_boundary_validation_results.csv,-54.90535519553265,-60,5.09464480446735,0,54.90535519553265,0.8691893980356751,0.34278347144798743,2.535680598491245,0.4343380448866965,False,False,failure_boundary,h435 scale102 aniso-reduce10; height plus scale stays leakage-limited
cpk_060_boundary_h430_scale104_aniso_reduce10_01,high_risk_crossing_check,combined_phase_knob_p115_0_60_boundary_validation_results.csv,-49.631160949615605,-60,10.368839050384395,0,49.631160949615605,0.8330352734434224,0.5287081961066333,1.5756049926542748,0.22348341236188976,False,False,failure_boundary,h430 scale104 aniso-reduce10; high-risk crossing pushes phase farthest but fails selectivity
cpk_060_anchor_nohelper_h420_01,nohelper_fixed_core_height_anchor,combined_phase_knob_p120_0_60_anchor_discovery_results.csv,-132.4325900663353,-120,12.432590066335308,0,132.4325900663353,0.8941279184679284,0.2876645589493073,3.1082310651392575,0.5131724656460087,False,False,fail_covered_bin,No-helper h420 anchor returns to covered -120 basin and fails leakage/ratio.
cpk_060_anchor_nohelper_h430_scale96_01,nohelper_fixed_core_size_anchor,combined_phase_knob_p120_0_60_anchor_discovery_results.csv,-141.38540042049075,-120,21.385400420490754,0,141.38540042049075,0.900226434506149,0.20871983028432872,4.313085312864148,0.6235708854223416,False,True,near_pass_covered_bin,No-helper h430 scale96 is near-pass but still far from 0/60.
cpk_060_anchor_wh03_h430_trim_m5_01,wh03_alternative_geometry_anchor,combined_phase_knob_p120_0_60_anchor_discovery_results.csv,-128.1466866060718,-120,8.146686606071796,0,128.1466866060718,0.9076702602957216,0.14744273469787236,6.156086714957434,0.7205176404843201,True,False,early_pass_covered_bin,wh03 h430 trim-m5 is early-pass but remains in covered -120 basin.
cpk_060_anchor_wh03_h425_scale98_01,wh03_mild_common_geometry_trim,combined_phase_knob_p120_0_60_anchor_discovery_results.csv,-120.03085152462465,-120,0.03085152462466567,0,120.03085152462465,0.914178722486521,0.08855793276990336,10.322945600508461,0.8233675166733212,True,False,early_pass_covered_bin,wh03 h425 scale98 is high-selectivity early-pass at covered -120.
cpk_060_anchor_htrans04_h410_nohelper_01,htrans04_alternative_nohelper_anchor,combined_phase_knob_p120_0_60_anchor_discovery_results.csv,-151.90987564383838,-180,28.090124356161624,60,148.0901243561616,0.9027682705862544,0.12480453839787209,7.233457069501994,0.757088670881367,True,False,early_pass_covered_bin,htrans04 h410 no-helper is early-pass but nearest covered -180.
cpk_060_anchor_transition02_h380_scale96_01,transition02_mild_common_geometry_trim,combined_phase_knob_p120_0_60_anchor_discovery_results.csv,-157.8044396338269,-180,22.195560366173112,60,142.19556036617314,0.8529915081749861,0.08193048792822755,10.41116109198336,0.8247329974690318,True,False,early_pass_covered_bin,transition02 h380 scale96 is high-selectivity early-pass at covered -180.
