candidate_id,candidate_family,source_stage,target_bin_deg,anchor_candidate,source_reference,design_rationale,risk_level,p1_length_nm,p1_width_nm,p2_length_nm,p2_width_nm,p1_frac_x,p1_frac_y,p2_frac_x,p2_frac_y,internal_dx_nm,internal_dy_nm,p1_rotation_deg,p2_rotation_deg,period_x_nm,period_y_nm,height_nm,material,substrate,requires_geometry_validation,requires_fdtd,status,notes
focus_neg60_geom_04,negative_phase_redesign,09-P24/P25,-60,next_rot_anchor_04|next_zero_rot_anchor_03|low_leakage_anchors,next_rot_anchor_04|next_zero_rot_anchor_03|low_leakage_anchors,Selected -60 redesign candidate with balanced coupled dx/dy and leakage control.,moderate_risk,118,58,80,148,0.75,0.75,0.25,0.25,-36,-32,67.5,112.5,340.0,340.0,300.0,c-Si,Al2O3,true,true,not_evaluated,Focused next-gap scaffold only; no FDTD/lumapi/.fsp/training in this stage; not a steering result.
focus_neg60_geom_05,negative_phase_redesign,09-P24/P25,-60,next_rot_anchor_04|next_zero_rot_anchor_03|low_leakage_anchors,next_rot_anchor_04|next_zero_rot_anchor_03|low_leakage_anchors,Aggressive lhs-like -60 phase pull with p2 width boost.,high_risk,112,56,72,154,0.75,0.75,0.25,0.25,-38,-36,67.5,112.5,340.0,340.0,300.0,c-Si,Al2O3,true,true,not_evaluated,Focused next-gap scaffold only; no FDTD/lumapi/.fsp/training in this stage; not a steering result.
focus_neg60_geom_06,negative_phase_redesign,09-P24/P25,-60,next_rot_anchor_04|next_zero_rot_anchor_03|low_leakage_anchors,next_rot_anchor_04|next_zero_rot_anchor_03|low_leakage_anchors,Conservative -60 geometry probe avoiding pure rotation offset.,low_to_moderate_risk,128,62,86,142,0.75,0.75,0.25,0.25,-30,-24,67.5,112.5,340.0,340.0,300.0,c-Si,Al2O3,true,true,not_evaluated,Focused next-gap scaffold only; no FDTD/lumapi/.fsp/training in this stage; not a steering result.
focus_neg120_asym_01,negative_phase_redesign,09-P24/P25,-120,next_rot_anchor_04|next_zero_rot_anchor_03|low_leakage_anchors,next_rot_anchor_04|next_zero_rot_anchor_03|low_leakage_anchors,Aspect-ratio inversion tendency with strong dimer asymmetry for -120.,moderate_to_high_risk,112,60,100,138,0.75,0.75,0.25,0.25,34,-34,67.5,112.5,340.0,340.0,300.0,c-Si,Al2O3,true,true,not_evaluated,Focused next-gap scaffold only; no FDTD/lumapi/.fsp/training in this stage; not a steering result.
focus_neg120_asym_02,negative_phase_redesign,09-P24/P25,-120,next_rot_anchor_04|next_zero_rot_anchor_03|low_leakage_anchors,next_rot_anchor_04|next_zero_rot_anchor_03|low_leakage_anchors,"Aggressive -120 asymmetry, close to swap-like but avoids beta-selective p2.",high_risk,110,58,104,136,0.75,0.75,0.25,0.25,38,-36,67.5,112.5,340.0,340.0,300.0,c-Si,Al2O3,true,true,not_evaluated,Focused next-gap scaffold only; no FDTD/lumapi/.fsp/training in this stage; not a steering result.
focus_neg120_asym_03,negative_phase_redesign,09-P24/P25,-120,next_rot_anchor_04|next_zero_rot_anchor_03|low_leakage_anchors,next_rot_anchor_04|next_zero_rot_anchor_03|low_leakage_anchors,Selected -120 candidate combining strong asymmetry with moderated p2 width.,moderate_to_high_risk,114,60,102,140,0.75,0.75,0.25,0.25,36,-32,67.5,112.5,340.0,340.0,300.0,c-Si,Al2O3,true,true,not_evaluated,Focused next-gap scaffold only; no FDTD/lumapi/.fsp/training in this stage; not a steering result.
focus_neg120_asym_04,negative_phase_redesign,09-P24/P25,-120,next_rot_anchor_04|next_zero_rot_anchor_03|low_leakage_anchors,next_rot_anchor_04|next_zero_rot_anchor_03|low_leakage_anchors,Softer -120 aspect-ratio inversion tendency.,moderate_risk,118,62,98,142,0.75,0.75,0.25,0.25,32,-30,67.5,112.5,340.0,340.0,300.0,c-Si,Al2O3,true,true,not_evaluated,Focused next-gap scaffold only; no FDTD/lumapi/.fsp/training in this stage; not a steering result.
focus_neg120_asym_05,negative_phase_redesign,09-P24/P25,-120,next_rot_anchor_04|next_zero_rot_anchor_03|low_leakage_anchors,next_rot_anchor_04|next_zero_rot_anchor_03|low_leakage_anchors,High dx asymmetry and narrow p2 width for phase wrapping test.,high_risk,112,64,104,134,0.75,0.75,0.25,0.25,40,-28,67.5,112.5,340.0,340.0,300.0,c-Si,Al2O3,true,true,not_evaluated,Focused next-gap scaffold only; no FDTD/lumapi/.fsp/training in this stage; not a steering result.
focus_neg120_asym_06,negative_phase_redesign,09-P24/P25,-120,next_rot_anchor_04|next_zero_rot_anchor_03|low_leakage_anchors,next_rot_anchor_04|next_zero_rot_anchor_03|low_leakage_anchors,Lower-risk -120 bridge with reduced displacement.,moderate_risk,120,60,96,146,0.75,0.75,0.25,0.25,30,-26,67.5,112.5,340.0,340.0,300.0,c-Si,Al2O3,true,true,not_evaluated,Focused next-gap scaffold only; no FDTD/lumapi/.fsp/training in this stage; not a steering result.
focus_pi_wrap_01,negative_phase_redesign,09-P24/P25,-180,next_rot_anchor_04|next_zero_rot_anchor_03|low_leakage_anchors,next_rot_anchor_04|next_zero_rot_anchor_03|low_leakage_anchors,Pi-bin phase wrapping probe using strong same-sign displacement and near-inversion aspect contrast.,high_risk,110,66,105,132,0.75,0.75,0.25,0.25,40,40,67.5,112.5,340.0,340.0,300.0,c-Si,Al2O3,true,true,not_evaluated,Focused next-gap scaffold only; no FDTD/lumapi/.fsp/training in this stage; not a steering result.
focus_pi_wrap_02,negative_phase_redesign,09-P24/P25,-180,next_rot_anchor_04|next_zero_rot_anchor_03|low_leakage_anchors,next_rot_anchor_04|next_zero_rot_anchor_03|low_leakage_anchors,Controlled swap-like bridge toward pi-bin while avoiding p2=150x85 beta geometry.,high_risk,112,68,104,134,0.75,0.75,0.25,0.25,36,38,67.5,112.5,340.0,340.0,300.0,c-Si,Al2O3,true,true,not_evaluated,Focused next-gap scaffold only; no FDTD/lumapi/.fsp/training in this stage; not a steering result.
focus_pi_wrap_03,negative_phase_redesign,09-P24/P25,-180,next_rot_anchor_04|next_zero_rot_anchor_03|low_leakage_anchors,next_rot_anchor_04|next_zero_rot_anchor_03|low_leakage_anchors,Moderated pi-bin bridge with reduced aspect inversion.,moderate_to_high_risk,116,66,100,136,0.75,0.75,0.25,0.25,34,36,67.5,112.5,340.0,340.0,300.0,c-Si,Al2O3,true,true,not_evaluated,Focused next-gap scaffold only; no FDTD/lumapi/.fsp/training in this stage; not a steering result.
focus_pi_wrap_04,negative_phase_redesign,09-P24/P25,-180,next_rot_anchor_04|next_zero_rot_anchor_03|low_leakage_anchors,next_rot_anchor_04|next_zero_rot_anchor_03|low_leakage_anchors,Selected pi-bin candidate balancing phase wrapping and geometry safety.,moderate_to_high_risk,114,64,102,138,0.75,0.75,0.25,0.25,38,34,67.5,112.5,340.0,340.0,300.0,c-Si,Al2O3,true,true,not_evaluated,Focused next-gap scaffold only; no FDTD/lumapi/.fsp/training in this stage; not a steering result.
focus_pi_wrap_05,negative_phase_redesign,09-P24/P25,-180,next_rot_anchor_04|next_zero_rot_anchor_03|low_leakage_anchors,next_rot_anchor_04|next_zero_rot_anchor_03|low_leakage_anchors,Lower-risk pi-bin bridge with less extreme asymmetry.,moderate_risk,120,66,98,140,0.75,0.75,0.25,0.25,32,32,67.5,112.5,340.0,340.0,300.0,c-Si,Al2O3,true,true,not_evaluated,Focused next-gap scaffold only; no FDTD/lumapi/.fsp/training in this stage; not a steering result.
focus_pi_wrap_06,negative_phase_redesign,09-P24/P25,-180,next_rot_anchor_04|next_zero_rot_anchor_03|low_leakage_anchors,next_rot_anchor_04|next_zero_rot_anchor_03|low_leakage_anchors,Wider p1 pi-bin bridge with p2 length emphasis.,moderate_to_high_risk,118,70,104,132,0.75,0.75,0.25,0.25,36,30,67.5,112.5,340.0,340.0,300.0,c-Si,Al2O3,true,true,not_evaluated,Focused next-gap scaffold only; no FDTD/lumapi/.fsp/training in this stage; not a steering result.
focus_neg_mixed_01,negative_phase_redesign,09-P24/P25,-60,next_rot_anchor_04|next_zero_rot_anchor_03|low_leakage_anchors,next_rot_anchor_04|next_zero_rot_anchor_03|low_leakage_anchors,Limited rotation change plus geometry-driven displacement; not a global offset continuation.,moderate_to_high_risk,122,58,90,148,0.75,0.75,0.25,0.25,-32,-34,45.0,90.0,340.0,340.0,300.0,c-Si,Al2O3,true,true,not_evaluated,Focused next-gap scaffold only; no FDTD/lumapi/.fsp/training in this stage; not a steering result.
focus_neg_mixed_02,negative_phase_redesign,09-P24/P25,-120,next_rot_anchor_04|next_zero_rot_anchor_03|low_leakage_anchors,next_rot_anchor_04|next_zero_rot_anchor_03|low_leakage_anchors,Limited rotation/asymmetry bridge for -120 target.,moderate_to_high_risk,118,62,100,140,0.75,0.75,0.25,0.25,34,-34,45.0,90.0,340.0,340.0,300.0,c-Si,Al2O3,true,true,not_evaluated,Focused next-gap scaffold only; no FDTD/lumapi/.fsp/training in this stage; not a steering result.
focus_neg_mixed_03,negative_phase_redesign,09-P24/P25,-180,next_rot_anchor_04|next_zero_rot_anchor_03|low_leakage_anchors,next_rot_anchor_04|next_zero_rot_anchor_03|low_leakage_anchors,"Limited rotation pi-bin bridge, kept geometry-safe.",high_risk,116,68,102,136,0.75,0.75,0.25,0.25,38,38,45.0,90.0,340.0,340.0,300.0,c-Si,Al2O3,true,true,not_evaluated,Focused next-gap scaffold only; no FDTD/lumapi/.fsp/training in this stage; not a steering result.
focus_neg_mixed_04,negative_phase_redesign,09-P24/P25,-60,next_rot_anchor_04|next_zero_rot_anchor_03|low_leakage_anchors,next_rot_anchor_04|next_zero_rot_anchor_03|low_leakage_anchors,Alternative limited-rotation -60 geometry bridge.,moderate_risk,126,60,88,144,0.75,0.75,0.25,0.25,-30,-30,90.0,135.0,340.0,340.0,300.0,c-Si,Al2O3,true,true,not_evaluated,Focused next-gap scaffold only; no FDTD/lumapi/.fsp/training in this stage; not a steering result.
focus_neg_mixed_05,negative_phase_redesign,09-P24/P25,-120,next_rot_anchor_04|next_zero_rot_anchor_03|low_leakage_anchors,next_rot_anchor_04|next_zero_rot_anchor_03|low_leakage_anchors,Alternative limited-rotation -120 asymmetry bridge.,moderate_to_high_risk,116,64,102,138,0.75,0.75,0.25,0.25,36,-30,90.0,135.0,340.0,340.0,300.0,c-Si,Al2O3,true,true,not_evaluated,Focused next-gap scaffold only; no FDTD/lumapi/.fsp/training in this stage; not a steering result.
focus_neg_mixed_06,negative_phase_redesign,09-P24/P25,-180,next_rot_anchor_04|next_zero_rot_anchor_03|low_leakage_anchors,next_rot_anchor_04|next_zero_rot_anchor_03|low_leakage_anchors,Alternative limited-rotation pi-bin probe with swap-like aspect trend.,high_risk,114,70,104,134,0.75,0.75,0.25,0.25,40,34,90.0,135.0,340.0,340.0,300.0,c-Si,Al2O3,true,true,not_evaluated,Focused next-gap scaffold only; no FDTD/lumapi/.fsp/training in this stage; not a steering result.
