candidate_id,family,target_bin_deg,anchor_candidate,helper_role,p1_length_nm,p1_width_nm,p1_rotation_deg,p1_frac_x,p1_frac_y,p2_length_nm,p2_width_nm,p2_rotation_deg,p2_frac_x,p2_frac_y,p3_length_nm,p3_width_nm,p3_rotation_deg,p3_frac_x,p3_frac_y,p3_x_nm,p3_y_nm,height_nm,period_x_nm,period_y_nm,expected_phase_direction,design_rationale,risk_level,requires_fdtd,status,notes
cpk_refine_pos_gap_02,helper_position_gap_recovery,-120,cpk_height_prop_05,weak_auxiliary_phase_helper,130,70,67.5,0.75,0.75,85,150,112.5,0.25,0.25,70,120,135,0.2222222222222222,0.75,-100,90,420,360,360,helper-position and gap recovery around height-propagation anchor,09-P54/P56 v10 refinement: keep APCD-core polarization selection while refining height/helper knobs around the cpk_height_prop_05 negative-phase evidence.,medium_risk,true,not_evaluated,"09-P54/P56 planning only; v10 is candidate-pool version; standalone weak helper, not another APCD dimer; no YAML/FDTD/lumapi/.fsp"
cpk_refine_pos_gap_03,helper_position_gap_recovery,-120,cpk_height_prop_05,weak_auxiliary_phase_helper,130,70,67.5,0.75,0.75,85,150,112.5,0.25,0.25,70,120,135,0.25,0.7777777777777778,-90,100,420,360,360,helper-position and gap recovery around height-propagation anchor,09-P54/P56 v10 refinement: keep APCD-core polarization selection while refining height/helper knobs around the cpk_height_prop_05 negative-phase evidence.,medium_risk,true,not_evaluated,"09-P54/P56 planning only; v10 is candidate-pool version; standalone weak helper, not another APCD dimer; no YAML/FDTD/lumapi/.fsp"
cpk_refine_pos_gap_04,helper_position_gap_recovery,-120,cpk_height_prop_05,weak_auxiliary_phase_helper,130,70,67.5,0.75,0.75,85,150,112.5,0.25,0.25,70,120,135,0.25,0.75,-95,95,420,380,380,helper-position and gap recovery around height-propagation anchor,09-P54/P56 v10 refinement: keep APCD-core polarization selection while refining height/helper knobs around the cpk_height_prop_05 negative-phase evidence.,medium_risk,true,not_evaluated,"09-P54/P56 planning only; v10 is candidate-pool version; standalone weak helper, not another APCD dimer; no YAML/FDTD/lumapi/.fsp"
cpk_refine_pos_gap_05,helper_position_gap_recovery,-120,cpk_height_prop_05,weak_auxiliary_phase_helper,130,70,67.5,0.75,0.75,85,150,112.5,0.25,0.25,70,120,135,0.22368421052631576,0.75,-105,95,420,380,380,helper-position and gap recovery around height-propagation anchor,09-P54/P56 v10 refinement: keep APCD-core polarization selection while refining height/helper knobs around the cpk_height_prop_05 negative-phase evidence.,medium_risk,true,not_evaluated,"09-P54/P56 planning only; v10 is candidate-pool version; standalone weak helper, not another APCD dimer; no YAML/FDTD/lumapi/.fsp"
cpk_refine_helper_rot_01,helper_rotation_recovery,-120,cpk_height_prop_05,weak_auxiliary_phase_helper,130,70,67.5,0.75,0.75,85,150,112.5,0.25,0.25,70,120,75,0.25,0.75,-85,85,420,340,340,helper rotation recovery around height-propagation anchor,09-P54/P56 v10 refinement: keep APCD-core polarization selection while refining height/helper knobs around the cpk_height_prop_05 negative-phase evidence.,medium_risk,true,not_evaluated,"09-P54/P56 planning only; v10 is candidate-pool version; standalone weak helper, not another APCD dimer; no YAML/FDTD/lumapi/.fsp"
cpk_refine_helper_rot_02,helper_rotation_recovery,-120,cpk_height_prop_05,weak_auxiliary_phase_helper,130,70,67.5,0.75,0.75,85,150,112.5,0.25,0.25,70,120,90,0.25,0.75,-85,85,420,340,340,helper rotation recovery around height-propagation anchor,09-P54/P56 v10 refinement: keep APCD-core polarization selection while refining height/helper knobs around the cpk_height_prop_05 negative-phase evidence.,medium_risk,true,not_evaluated,"09-P54/P56 planning only; v10 is candidate-pool version; standalone weak helper, not another APCD dimer; no YAML/FDTD/lumapi/.fsp"
cpk_refine_helper_rot_03,helper_rotation_recovery,-120,cpk_height_prop_05,weak_auxiliary_phase_helper,130,70,67.5,0.75,0.75,85,150,112.5,0.25,0.25,70,120,105,0.25,0.75,-85,85,420,340,340,helper rotation recovery around height-propagation anchor,09-P54/P56 v10 refinement: keep APCD-core polarization selection while refining height/helper knobs around the cpk_height_prop_05 negative-phase evidence.,medium_risk,true,not_evaluated,"09-P54/P56 planning only; v10 is candidate-pool version; standalone weak helper, not another APCD dimer; no YAML/FDTD/lumapi/.fsp"
cpk_refine_helper_rot_04,helper_rotation_recovery,-120,cpk_height_prop_05,weak_auxiliary_phase_helper,130,70,67.5,0.75,0.75,85,150,112.5,0.25,0.25,70,120,120,0.25,0.75,-85,85,420,340,340,helper rotation recovery around height-propagation anchor,09-P54/P56 v10 refinement: keep APCD-core polarization selection while refining height/helper knobs around the cpk_height_prop_05 negative-phase evidence.,medium_risk,true,not_evaluated,"09-P54/P56 planning only; v10 is candidate-pool version; standalone weak helper, not another APCD dimer; no YAML/FDTD/lumapi/.fsp"
cpk_refine_helper_rot_05,helper_rotation_recovery,-120,cpk_height_prop_05,weak_auxiliary_phase_helper,130,70,67.5,0.75,0.75,85,150,112.5,0.25,0.25,70,120,150,0.25,0.75,-85,85,420,340,340,helper rotation recovery around height-propagation anchor,09-P54/P56 v10 refinement: keep APCD-core polarization selection while refining height/helper knobs around the cpk_height_prop_05 negative-phase evidence.,medium_high_risk,true,not_evaluated,"09-P54/P56 planning only; v10 is candidate-pool version; standalone weak helper, not another APCD dimer; no YAML/FDTD/lumapi/.fsp"
cpk_refine_conservative_01,conservative_height_comparison,-120,cpk_height_prop_05,weak_auxiliary_phase_helper,130,70,67.5,0.75,0.75,85,150,112.5,0.25,0.25,80,110,135,0.25,0.75,-85,85,300,340,340,conservative height/helper comparison before full negative-phase refinement,09-P54/P56 v10 refinement: keep APCD-core polarization selection while refining height/helper knobs around the cpk_height_prop_05 negative-phase evidence.,medium_risk,true,not_evaluated,"09-P54/P56 planning only; v10 is candidate-pool version; standalone weak helper, not another APCD dimer; no YAML/FDTD/lumapi/.fsp"
cpk_refine_conservative_02,conservative_height_comparison,-120,cpk_height_prop_05,weak_auxiliary_phase_helper,130,70,67.5,0.75,0.75,85,150,112.5,0.25,0.25,75,115,135,0.25,0.75,-85,85,340,340,340,conservative height/helper comparison before full negative-phase refinement,09-P54/P56 v10 refinement: keep APCD-core polarization selection while refining height/helper knobs around the cpk_height_prop_05 negative-phase evidence.,medium_risk,true,not_evaluated,"09-P54/P56 planning only; v10 is candidate-pool version; standalone weak helper, not another APCD dimer; no YAML/FDTD/lumapi/.fsp"
cpk_refine_conservative_03,conservative_height_comparison,-120,cpk_height_prop_05,weak_auxiliary_phase_helper,130,70,67.5,0.75,0.75,85,150,112.5,0.25,0.25,70,115,135,0.25,0.75,-85,85,380,340,340,conservative height/helper comparison before full negative-phase refinement,09-P54/P56 v10 refinement: keep APCD-core polarization selection while refining height/helper knobs around the cpk_height_prop_05 negative-phase evidence.,medium_risk,true,not_evaluated,"09-P54/P56 planning only; v10 is candidate-pool version; standalone weak helper, not another APCD dimer; no YAML/FDTD/lumapi/.fsp"
cpk_refine_conservative_04,conservative_height_comparison,-120,cpk_height_prop_05,weak_auxiliary_phase_helper,130,70,67.5,0.75,0.75,85,150,112.5,0.25,0.25,70,118,135,0.25,0.75,-85,85,400,340,340,conservative height/helper comparison before full negative-phase refinement,09-P54/P56 v10 refinement: keep APCD-core polarization selection while refining height/helper knobs around the cpk_height_prop_05 negative-phase evidence.,medium_high_risk,true,not_evaluated,"09-P54/P56 planning only; v10 is candidate-pool version; standalone weak helper, not another APCD dimer; no YAML/FDTD/lumapi/.fsp"
cpk_refine_conservative_05,conservative_height_comparison,-120,cpk_height_prop_05,weak_auxiliary_phase_helper,130,70,67.5,0.75,0.75,85,150,112.5,0.25,0.25,65,116,135,0.25,0.75,-85,85,420,340,340,conservative height/helper comparison before full negative-phase refinement,09-P54/P56 v10 refinement: keep APCD-core polarization selection while refining height/helper knobs around the cpk_height_prop_05 negative-phase evidence.,medium_high_risk,true,not_evaluated,"09-P54/P56 planning only; v10 is candidate-pool version; standalone weak helper, not another APCD dimer; no YAML/FDTD/lumapi/.fsp"
