candidate_id,candidate_family,source_reference,design_intent,p1_length_nm,p1_width_nm,p2_length_nm,p2_width_nm,p1_frac_x,p1_frac_y,p2_frac_x,p2_frac_y,internal_dx_nm,internal_dy_nm,p1_rotation_deg,p2_rotation_deg,period_x_nm,period_y_nm,height_nm,material,substrate,intended_phase_region,expected_risk,requires_geometry_validation,requires_fdtd,status,notes
aggr_p1w_leakctrl_05,lhs_like_leakage_control_p1w,doe_lhs_like_01|fine_p1w_dx_03,Aggressive 60-90 deg phase-gap scaffold retaining lhs-like phase-shift factors; no surrogate prediction.,125,58,80,140,0.75,0.75,0.25,0.25,-36,28,67.5,112.5,340.0,340.0,300.0,c-Si,Al2O3,60_to_90_deg_aggressive_leakage_controlled_probe,moderate_leakage_risk,true,true,not_evaluated,"Candidate pool scaffold only; no FDTD, no lumapi, no training, no .fsp, no steering result, and no predicted phase/leakage."
aggr_p1w_leakctrl_06,lhs_like_leakage_control_p1w,doe_lhs_like_01|fine_p1w_dx_08,Aggressive 60-90 deg phase-gap scaffold retaining lhs-like phase-shift factors; no surrogate prediction.,125,60,80,140,0.75,0.75,0.25,0.25,-36,30,67.5,112.5,340.0,340.0,300.0,c-Si,Al2O3,60_to_90_deg_aggressive_leakage_controlled_probe,moderate_leakage_risk,true,true,not_evaluated,"Candidate pool scaffold only; no FDTD, no lumapi, no training, no .fsp, no steering result, and no predicted phase/leakage."
aggr_p2w_trim_01,lhs_like_p2w_trim,doe_lhs_like_01|p2W_p10,Aggressive 60-90 deg phase-gap scaffold retaining lhs-like phase-shift factors; no surrogate prediction.,110,55,70,135,0.75,0.75,0.25,0.25,-40,24,67.5,112.5,340.0,340.0,300.0,c-Si,Al2O3,60_to_90_deg_aggressive_leakage_controlled_probe,high_leakage_risk,true,true,not_evaluated,"Candidate pool scaffold only; no FDTD, no lumapi, no training, no .fsp, no steering result, and no predicted phase/leakage."
aggr_p2w_trim_02,lhs_like_p2w_trim,doe_lhs_like_01|p2W_p10,Aggressive 60-90 deg phase-gap scaffold retaining lhs-like phase-shift factors; no surrogate prediction.,115,55,70,140,0.75,0.75,0.25,0.25,-40,26,67.5,112.5,340.0,340.0,300.0,c-Si,Al2O3,60_to_90_deg_aggressive_leakage_controlled_probe,high_leakage_risk,true,true,not_evaluated,"Candidate pool scaffold only; no FDTD, no lumapi, no training, no .fsp, no steering result, and no predicted phase/leakage."
aggr_p2w_trim_03,lhs_like_p2w_trim,doe_lhs_like_01|p2W_p10,Aggressive 60-90 deg phase-gap scaffold retaining lhs-like phase-shift factors; no surrogate prediction.,115,56,75,140,0.75,0.75,0.25,0.25,-38,28,67.5,112.5,340.0,340.0,300.0,c-Si,Al2O3,60_to_90_deg_aggressive_leakage_controlled_probe,moderate_to_high_leakage_risk,true,true,not_evaluated,"Candidate pool scaffold only; no FDTD, no lumapi, no training, no .fsp, no steering result, and no predicted phase/leakage."
aggr_p2w_trim_04,lhs_like_p2w_trim,doe_lhs_like_01|p2W_p10,Aggressive 60-90 deg phase-gap scaffold retaining lhs-like phase-shift factors; no surrogate prediction.,120,56,75,145,0.75,0.75,0.25,0.25,-38,30,67.5,112.5,340.0,340.0,300.0,c-Si,Al2O3,60_to_90_deg_aggressive_leakage_controlled_probe,moderate_to_high_leakage_risk,true,true,not_evaluated,"Candidate pool scaffold only; no FDTD, no lumapi, no training, no .fsp, no steering result, and no predicted phase/leakage."
aggr_p2w_trim_05,lhs_like_p2w_trim,doe_lhs_like_01|p2W_p10,Aggressive 60-90 deg phase-gap scaffold retaining lhs-like phase-shift factors; no surrogate prediction.,120,58,80,145,0.75,0.75,0.25,0.25,-36,32,67.5,112.5,340.0,340.0,300.0,c-Si,Al2O3,60_to_90_deg_aggressive_leakage_controlled_probe,moderate_to_high_leakage_risk,true,true,not_evaluated,"Candidate pool scaffold only; no FDTD, no lumapi, no training, no .fsp, no steering result, and no predicted phase/leakage."
aggr_bridge_lhs_fine_01,lhs_to_fine_bridge_aggressive,doe_lhs_like_01|fine_p1w_dx_03,Aggressive 60-90 deg phase-gap scaffold retaining lhs-like phase-shift factors; no surrogate prediction.,120,56,80,140,0.75,0.75,0.25,0.25,-38,20,67.5,112.5,340.0,340.0,300.0,c-Si,Al2O3,60_to_90_deg_aggressive_leakage_controlled_probe,moderate_to_high_leakage_risk,true,true,not_evaluated,"Candidate pool scaffold only; no FDTD, no lumapi, no training, no .fsp, no steering result, and no predicted phase/leakage."
aggr_bridge_lhs_fine_02,lhs_to_fine_bridge_aggressive,doe_lhs_like_01|fine_p1w_dx_08,Aggressive 60-90 deg phase-gap scaffold retaining lhs-like phase-shift factors; no surrogate prediction.,120,57,80,140,0.75,0.75,0.25,0.25,-38,22,67.5,112.5,340.0,340.0,300.0,c-Si,Al2O3,60_to_90_deg_aggressive_leakage_controlled_probe,moderate_to_high_leakage_risk,true,true,not_evaluated,"Candidate pool scaffold only; no FDTD, no lumapi, no training, no .fsp, no steering result, and no predicted phase/leakage."
aggr_bridge_lhs_fine_03,lhs_to_fine_bridge_aggressive,doe_lhs_like_01|gap_lhs_leakred_06,Aggressive 60-90 deg phase-gap scaffold retaining lhs-like phase-shift factors; no surrogate prediction.,125,56,80,140,0.75,0.75,0.25,0.25,-38,24,67.5,112.5,340.0,340.0,300.0,c-Si,Al2O3,60_to_90_deg_aggressive_leakage_controlled_probe,moderate_to_high_leakage_risk,true,true,not_evaluated,"Candidate pool scaffold only; no FDTD, no lumapi, no training, no .fsp, no steering result, and no predicted phase/leakage."
aggr_bridge_lhs_fine_04,lhs_to_fine_bridge_aggressive,doe_lhs_like_01|gap_bridge_03,Aggressive 60-90 deg phase-gap scaffold retaining lhs-like phase-shift factors; no surrogate prediction.,125,57,80,145,0.75,0.75,0.25,0.25,-36,24,67.5,112.5,340.0,340.0,300.0,c-Si,Al2O3,60_to_90_deg_aggressive_leakage_controlled_probe,moderate_leakage_risk,true,true,not_evaluated,"Candidate pool scaffold only; no FDTD, no lumapi, no training, no .fsp, no steering result, and no predicted phase/leakage."
aggr_bridge_lhs_fine_05,lhs_to_fine_bridge_aggressive,doe_lhs_like_01|fine_p1w_dx_03|gap_lhs_leakred_06,Aggressive 60-90 deg phase-gap scaffold retaining lhs-like phase-shift factors; no surrogate prediction.,120,56,75,140,0.75,0.75,0.25,0.25,-38,26,67.5,112.5,340.0,340.0,300.0,c-Si,Al2O3,60_to_90_deg_aggressive_leakage_controlled_probe,moderate_to_high_leakage_risk,true,true,not_evaluated,"Candidate pool scaffold only; no FDTD, no lumapi, no training, no .fsp, no steering result, and no predicted phase/leakage."
aggr_dy_sweep_01,dy_sweep_near_lhs,doe_lhs_like_01,Aggressive 60-90 deg phase-gap scaffold retaining lhs-like phase-shift factors; no surrogate prediction.,115,55,75,135,0.75,0.75,0.25,0.25,-40,18,67.5,112.5,340.0,340.0,300.0,c-Si,Al2O3,60_to_90_deg_aggressive_leakage_controlled_probe,high_leakage_risk,true,true,not_evaluated,"Candidate pool scaffold only; no FDTD, no lumapi, no training, no .fsp, no steering result, and no predicted phase/leakage."
aggr_dy_sweep_02,dy_sweep_near_lhs,doe_lhs_like_01,Aggressive 60-90 deg phase-gap scaffold retaining lhs-like phase-shift factors; no surrogate prediction.,115,55,75,135,0.75,0.75,0.25,0.25,-40,22,67.5,112.5,340.0,340.0,300.0,c-Si,Al2O3,60_to_90_deg_aggressive_leakage_controlled_probe,high_leakage_risk,true,true,not_evaluated,"Candidate pool scaffold only; no FDTD, no lumapi, no training, no .fsp, no steering result, and no predicted phase/leakage."
aggr_dy_sweep_03,dy_sweep_near_lhs,doe_lhs_like_01,Aggressive 60-90 deg phase-gap scaffold retaining lhs-like phase-shift factors; no surrogate prediction.,115,55,75,135,0.75,0.75,0.25,0.25,-40,26,67.5,112.5,340.0,340.0,300.0,c-Si,Al2O3,60_to_90_deg_aggressive_leakage_controlled_probe,high_leakage_risk,true,true,not_evaluated,"Candidate pool scaffold only; no FDTD, no lumapi, no training, no .fsp, no steering result, and no predicted phase/leakage."
aggr_dy_sweep_04,dy_sweep_near_lhs,doe_lhs_like_01,Aggressive 60-90 deg phase-gap scaffold retaining lhs-like phase-shift factors; no surrogate prediction.,115,55,75,135,0.75,0.75,0.25,0.25,-40,30,67.5,112.5,340.0,340.0,300.0,c-Si,Al2O3,60_to_90_deg_aggressive_leakage_controlled_probe,high_leakage_risk,true,true,not_evaluated,"Candidate pool scaffold only; no FDTD, no lumapi, no training, no .fsp, no steering result, and no predicted phase/leakage."
aggr_dy_sweep_05,dy_sweep_near_lhs,doe_lhs_like_01,Aggressive 60-90 deg phase-gap scaffold retaining lhs-like phase-shift factors; no surrogate prediction.,115,55,75,135,0.75,0.75,0.25,0.25,-40,36,67.5,112.5,340.0,340.0,300.0,c-Si,Al2O3,60_to_90_deg_aggressive_leakage_controlled_probe,high_leakage_risk,true,true,not_evaluated,"Candidate pool scaffold only; no FDTD, no lumapi, no training, no .fsp, no steering result, and no predicted phase/leakage."
aggr_mixed_safe_01,mixed_aggressive_but_safe,doe_lhs_like_01|gap_bridge_03,Aggressive 60-90 deg phase-gap scaffold retaining lhs-like phase-shift factors; no surrogate prediction.,120,58,80,140,0.75,0.75,0.25,0.25,-36,22,67.5,112.5,340.0,340.0,300.0,c-Si,Al2O3,60_to_90_deg_aggressive_leakage_controlled_probe,moderate_leakage_risk,true,true,not_evaluated,"Candidate pool scaffold only; no FDTD, no lumapi, no training, no .fsp, no steering result, and no predicted phase/leakage."
aggr_mixed_safe_02,mixed_aggressive_but_safe,doe_lhs_like_01|gap_lhs_leakred_06,Aggressive 60-90 deg phase-gap scaffold retaining lhs-like phase-shift factors; no surrogate prediction.,125,58,80,145,0.75,0.75,0.25,0.25,-36,24,67.5,112.5,340.0,340.0,300.0,c-Si,Al2O3,60_to_90_deg_aggressive_leakage_controlled_probe,moderate_leakage_risk,true,true,not_evaluated,"Candidate pool scaffold only; no FDTD, no lumapi, no training, no .fsp, no steering result, and no predicted phase/leakage."
aggr_mixed_safe_03,mixed_aggressive_but_safe,doe_lhs_like_01|fine_p1w_dx_08,Aggressive 60-90 deg phase-gap scaffold retaining lhs-like phase-shift factors; no surrogate prediction.,125,60,85,140,0.75,0.75,0.25,0.25,-34,26,67.5,112.5,340.0,340.0,300.0,c-Si,Al2O3,60_to_90_deg_aggressive_leakage_controlled_probe,moderate_leakage_risk,true,true,not_evaluated,"Candidate pool scaffold only; no FDTD, no lumapi, no training, no .fsp, no steering result, and no predicted phase/leakage."
aggr_mixed_safe_04,mixed_aggressive_but_safe,doe_lhs_like_01|fine_p1w_dx_03,Aggressive 60-90 deg phase-gap scaffold retaining lhs-like phase-shift factors; no surrogate prediction.,130,58,85,140,0.75,0.75,0.25,0.25,-34,28,67.5,112.5,340.0,340.0,300.0,c-Si,Al2O3,60_to_90_deg_aggressive_leakage_controlled_probe,moderate_leakage_risk,true,true,not_evaluated,"Candidate pool scaffold only; no FDTD, no lumapi, no training, no .fsp, no steering result, and no predicted phase/leakage."
aggr_mixed_safe_05,mixed_aggressive_but_safe,doe_lhs_like_01|gap_lhs_leakred_06,Aggressive 60-90 deg phase-gap scaffold retaining lhs-like phase-shift factors; no surrogate prediction.,130,60,85,145,0.75,0.75,0.25,0.25,-34,30,67.5,112.5,340.0,340.0,300.0,c-Si,Al2O3,60_to_90_deg_aggressive_leakage_controlled_probe,moderate_leakage_risk,true,true,not_evaluated,"Candidate pool scaffold only; no FDTD, no lumapi, no training, no .fsp, no steering result, and no predicted phase/leakage."
