variant_id,candidate_family,p1_length_nm,p1_width_nm,p2_length_nm,p2_width_nm,p1_frac_x,p1_frac_y,p2_frac_x,p2_frac_y,internal_dx_nm,internal_dy_nm,p1_rotation_deg,p2_rotation_deg,period_x_nm,period_y_nm,height_nm,material,substrate,t_alpha_star_from_alpha_real,t_alpha_star_from_alpha_imag,t_alpha_star_from_alpha_abs,phase_deg,phase_shift_vs_baseline_deg,target_conversion,opposite_spin_leakage,conversion_to_leakage_ratio,PD,overall_early_pass,source_result_csv,notes,phase_region,target_bin_deg,target_bin_status
pl_zero_bridge_04,zero_bridge_from_focus_anchor,118,58,80,142,0.75,0.75,0.25,0.25,-36,24,45.0,90.0,340.0,340.0,300.0,c-Si,Al2O3,0.4427094774766622,0.6720134420098274,0.8047320968431388,56.62387968893222,-54.6927712212573,0.7598631958513322,0.23236942858441817,3.270065259780975,0.5316230834138824,False,outputs/apcd_k6_metagrating_633nm/phase_state_candidates/pl_zero_bridge_04/results.csv,09-P29/P32 real FDTD phase-lowering selected result; raw results not committed; not a steering result,target_bin_open_gap,0,open_gap
pl_neg60_focus_push_05,neg60_phase_lowering_from_focus_anchor,120,58,84,146,0.75,0.75,0.25,0.25,-38,-34,67.5,112.5,340.0,340.0,300.0,c-Si,Al2O3,-0.01926927531620103,0.9326622427056408,0.9328612779722005,91.18359149700592,-20.133059413183616,0.9059463222149173,0.0907984852875001,9.97754884717948,0.8178099657916927,True,outputs/apcd_k6_metagrating_633nm/phase_state_candidates/pl_neg60_focus_push_05/results.csv,09-P29/P32 real FDTD phase-lowering selected result; raw results not committed; not a steering result,usable_but_not_target,-60,open_gap
pl_neg120_aspect_03,aspect_ratio_inversion_probe,114,62,102,138,0.75,0.75,0.25,0.25,36,-34,67.5,112.5,340.0,340.0,300.0,c-Si,Al2O3,-0.657700499613466,-0.08522979432395517,0.6631998680882758,-172.61632817840064,76.06702091140983,0.46486458281536375,0.5644311449581002,0.8235983909960333,-0.09673270708897098,False,outputs/apcd_k6_metagrating_633nm/phase_state_candidates/pl_neg120_aspect_03/results.csv,09-P29/P32 real FDTD phase-lowering selected result; raw results not committed; not a steering result,target_bin_open_gap,-120,open_gap
pl_pi_wrap_04,pi_wrap_from_focus_anchor,116,64,102,138,0.75,0.75,0.25,0.25,38,34,67.5,112.5,340.0,340.0,300.0,c-Si,Al2O3,-0.7035404966352042,0.2097730678688824,0.7341484661897977,163.39711779606267,52.080466885873136,0.6155191003486136,0.4178280655459571,1.4731396741955796,0.19131134368702088,False,outputs/apcd_k6_metagrating_633nm/phase_state_candidates/pl_pi_wrap_04/results.csv,09-P29/P32 real FDTD phase-lowering selected result; raw results not committed; not a steering result,target_bin_evidence_only,-180,evidence_only
ng_zero_rot_release_07,rotation_released_zero_bin,116,62,78,152,0.75,0.75,0.25,0.25,-56,56,45,105,340,340,300,c-Si,Al2O3,0.2167720911680364,0.8625090655795326,0.889332349415134,75.89220264939428,-35.42444826079526,0.8525641096178138,0.29936680506993796,2.8478912664241123,0.48023479315801504,False,outputs/apcd_k6_metagrating_633nm/phase_state_candidates/ng_zero_rot_release_07/results.csv,09-P36/P38 real FDTD nextgen phase-knob pilot; raw results not committed; not a steering result,target_bin_open_gap,0,open_gap
ng_neg60_dxdy_release_08,rotation_released_neg60_dxdy,134,58,84,158,0.75,0.75,0.25,0.25,-58,-48,90,160,340,340,300,c-Si,Al2O3,-0.4947571185607793,0.2336969767387071,0.5471735403904111,154.71643841246305,43.39978750227351,0.5834382399354342,0.4060212164312129,1.4369649080489415,0.17930701693986295,False,outputs/apcd_k6_metagrating_633nm/phase_state_candidates/ng_neg60_dxdy_release_08/results.csv,09-P36/P38 real FDTD nextgen phase-knob pilot; raw results not committed; not a steering result,target_bin_open_gap,-60,open_gap
wh_zero_aux_phase_01,apcd_core_plus_weak_helper,116,62,78,152,0.75,0.75,0.25,0.25,-56,56,45,105,340,340,300,c-Si,Al2O3,0.1749148742631291,0.8708558365313008,0.8882483331023583,78.6430268607827,-32.67362404940684,0.853659877109162,0.26999366921350887,3.1617773838687038,0.5194360929178492,False,outputs/apcd_k6_metagrating_633nm/phase_state_candidates/wh_zero_aux_phase_01/results.csv,09-P36/P38 real FDTD weak-helper pilot; helper columns are in candidate pool; raw results not committed; not a steering result,target_bin_open_gap,0,open_gap
h2_square_load_01,apcd_core_plus_helper_prototype,130,70,85,150,0.75,0.75,0.25,0.25,0,0,67.5,112.5,340,340,300,c-Si,Al2O3,-0.4250653209807764,0.8823084906508268,0.9793614244879316,115.7231380707874,4.406487160597862,0.9714531199298625,0.040077604335282485,24.239301126374972,0.9207585031787177,True,outputs/apcd_k6_metagrating_633nm/phase_state_candidates/h2_square_load_01/results.csv,09-P42/P44 real FDTD helper prototype; helper p3 geometry is in prototype pool; raw results not committed; not a steering result,90_120_usable,0,usable_but_not_target
h2_nearsquare_load_02,apcd_core_plus_helper_prototype,130,70,85,150,0.75,0.75,0.25,0.25,0,0,67.5,112.5,340,340,300,c-Si,Al2O3,-0.4976291552973609,0.8369581786670057,0.9737216075653022,120.7343925288726,9.417741618683067,0.9646108945401537,0.04310696211211005,22.377148545287728,0.9144463664546486,True,outputs/apcd_k6_metagrating_633nm/phase_state_candidates/h2_nearsquare_load_02/results.csv,09-P42/P44 real FDTD helper prototype; helper p3 geometry is in prototype pool; raw results not committed; not a steering result,other,0,usable_but_not_target
h2_weak_aniso_03,apcd_core_plus_helper_prototype,130,70,85,150,0.75,0.75,0.25,0.25,0,0,67.5,112.5,340,340,300,c-Si,Al2O3,-0.6062166168247847,0.7573467779181005,0.9700890312427083,128.67545189753866,17.358800987349127,0.9628932570331427,0.053721931132566875,17.923653091325708,0.894312161064709,True,outputs/apcd_k6_metagrating_633nm/phase_state_candidates/h2_weak_aniso_03/results.csv,09-P42/P44 real FDTD helper prototype; helper p3 geometry is in prototype pool; raw results not committed; not a steering result,other,-60,usable_but_not_target
